type_stands,X,Y,Easting,Northing,location_stand,no_stands
Sheffield Stand,,,315013.3738,232242.6664,Mount Drummoud 2,5
Sheffield Stand,,,316090.7283,233728.3792,Molesworth Street ,5
Sheffield Stand,,,317009.8046,234330.8071,"Sprout Kitchen, Sir John Rogerson's Quay",4
Sheffield Stand,,,316971.9155,234335.2189,"Gerards, Sir John Rogerson's Quay",3
Sheffield Stand,,,317345.4818,233847.918,"The Lir Academy, Grand Canal Quay",10
Sheffield Stand,,,316071.5376,232586.9256,Charlemont place,5
Sheffield Stand,,,316047.2873,232531.6689,Grand Parade,6
Sheffield Stand,,,317501.7579,233456.4871,"Imagine, Barrow street",2
Sheffield Stand,,,317495.3611,233496.8583,"Outside Apartments, Barrow street",2
Sheffield Stand,,,317490.541,233444.0706,"Outside Apartments, Barrow street",6
Sheffield Stand,,,317449.9419,234100.1384,Asgard Road,7
Sheffield Stand,,,316249.3798,233363.6921,Hume Street ,7
Sheffield Stand,,,315277.362,234741.352,Capel Street,6
Sheffield Stand,,,314668.8076,234725.0775,Brunswick St North,4
Sheffield Stand,,,316209.0028,232918.878,8 Hatch Street Lower,4
Sheffield Stand,,,316125.6881,232891.6763,"Arthur Cox, Hatch Street Lower",6
Sheffield Stand,,,316048.849,232885.4601,"Deloitte, Hatch Street upper",6
Sheffield Stand,,,315668.317,230881.5122,Rathmines Road Upper,3
Sheffield Stand,,,309562.6712,233779.1919,"Le Fanu Road, Ballyfermot",7
Sheffield Stand,,,316750.4914,234365.1876,City Quay  & Creighton Street,7
Sheffield Stand,,,314501.3234,236181.9204,Shandon Cres,7
Sheffield Stand,,,316274.849,235622.133,North Circular Road /Emmet Street ,7
Sheffield Stand,,,316423.7197,236111.9301,Clonliffe Road,11
Sheffield Stand,,,315942.77,235745.4182,NCR/Belvedere Road junction ,5
Sheffield Stand,,,316017.5673,240112.0131,Coultry Park,4
Sheffield Stand,,,316134.178,236657.0233,"Fagens pub, Botanic Ave",4
Sheffield Stand,,,315620.8737,236940.1344,"Griffth park, Botanic Ave",8
Sheffield Stand,,,315308.9847,237213.0421,"Our Lady of Dolours Chuch, Botanic Ave",4
Sheffield Stand,,,315488.6534,237089.2496,St Ita's Road,4
Sheffield Stand,,,317016.4686,235968.2581,Ballybough Road,7
Sheffield Stand,,,317163.2886,237560.8331,Calderwood Road,3
Sheffield Stand,,,317159.1564,237587.8988,Calderwood Road  2,2
Sheffield Stand,,,315093.9883,231240.8249,Bushes Lane,7
Sheffield Stand,,,315003.0231,231035.0877,Kenilworth Square South,5
Sheffield Stand,,,318407.7464,237333.9183,Malahide Road,5
Sheffield Stand,,,311988.4215,236251.5398,"Cumskeys bar,  Blackhorse Ave",6
Sheffield Stand,,,321330.071,236270.5093,Clontarf Road,3
Sheffield Stand,,,321258.3724,236185.6093,Clontarf Road 2,4
Sheffield Stand,,,313438.3408,232315.9835,"Loretto Convent, Sundrive Road 2",3
Sheffield Stand,,,308863.8319,233528.429,Claddagh Grreen,4
Sheffield Stand,,,315670.5885,232491.6501,Richmond Row,9
Sheffield Stand,,,314923.3375,232319.109,Armstrong Street,5
Sheffield Stand,,,314404.2957,232952.8602,Donore Avenue,5
Sheffield Stand,,,314495.3796,232759.7485,Greenville Avenue,5
Sheffield Stand,,,316314.0749,231955.047,Spar Ranelagh Village,5
Sheffield Stand,,,319240.6428,231542.8774,Ailesbury Gardens,5
Sheffield Stand,,,313278.2922,238889.7279,Finglas Village (Massey Bros),5
Sheffield Stand,,,318302.175,233014.1149,Newbridge Avenue,10
Sheffield Stand,,,315644,232692,Richmond Street South,7
Sheffield Stand,,,317204,233358,Mount Street Lower (Bord Gais),7
Sheffield Stand,,,316362,233804,Leinster Street South (Trinity Point),4
Sheffield Stand,,,315834,234212,Thunder Road café - Fleet Street,5
Sheffield Stand,,,315758,233461,York Street - RSCI,11
Sheffield Stand,,,316970,234141,Hanover Street East(Jct with Erne St Lower),5
Sheffield Stand,,,316831,234168,Hanover Street East(Opposite Eurospar),4
Sheffield Stand,,,318015,234373,North Wall Quay (opposite 3arena),11
Sheffield Stand,,,316851,234624,Commons Street (outside Bank of Ireland),5
Sheffield Stand,,,316855,234672,Commons Street(outside Havana),4
Sheffield Stand,,,315001,235225,Phibsborough Road (Student residences),6
Sheffield Stand,,,315258,235244,Western Way,7
Sheffield Stand,,,315939,235095,Parnell Street (Jct North Great Georges St),5
Sheffield Stand,,,315345,235347,Mountjoy Street (Dublin International Youth Hospital),5
Sheffield Stand,,,315347,235381,Mountjoy Street (outside spar),3
Sheffield Stand,,,316374,235124,Sean McDermott Street Lower (swimming Pool),7
Sheffield Stand,,,315786,232776,Harcourt Road (investec),3
Sheffield Stand,,,315720,232773,Harcourt Road (Baxter & Greene),3
Sheffield Stand,,,317069,232855,Baggot Street Upper (Paddy Power),4
Sheffield Stand,,,315279,230082,Orwell Road,4
Sheffield Stand,,,316306,230067,Milltown Road (Churchtown Rd Jct),5
Sheffield Stand,,,318290,232560,Serpentine Avenue,4
Sheffield Stand,,,315678,231360,Church Avenue,4
Sheffield Stand,,,311937,233411,Emmet Road,4
Sheffield Stand,,,313832,232828,South Circular Road (dolphin electrical),4
Sheffield Stand,,,313250,233378,South Circular Road (house 582),4
Sheffield Stand,,,316497,232533,Lesson Street Upper,6
Sheffield Stand,,,315094,231747,Grosvenor Square (side of House 89),5
Sheffield Stand,,,317837,232689,Shelbourne Road (centra),5
Sheffield Stand,,,313233,239009,Jamestown Road (village shopping centre),5
Sheffield Stand,,,322233,239912,Grange Road (Donaghmede Shopping Centre),3
Sheffield Stand,,,318635,236156,"La Costa takeaway, Clontarf Road (in car park)",5
Sheffield Stand,,,320201,236360,"Seafield Road, Clontarf",5
Sheffield Stand,,,319458,238391,"St Bridges Road, Clontarf",5
Sheffield Stand,,,317037,238252,"Collins Avenue, Whitehall",5
Sheffield Stand,,,319014,239897,"Barryscourt Road, Pedestrian crossing at NSC",7
Sheffield Stand,,,312246,233480,Bulfin Road (outside 52),4
Sheffield Stand,,,312752,233526,Suir Road (zinc hair & beauty),4
Sheffield Stand,,,320917,236450,"St Gabriels Road, Clontarf East",5
Sheffield Stand,,,317916,232293,Angelesea Road (Library),4
Sheffield Stand,,,314743,235793,North Circular Road (moldova Shop) Phibsborough,5
Sheffield Stand,,,321066,239128,Edenmore Park,8
Sheffield Stand,,,322130,238318,St Assams Park,5
Sheffield Stand,,,311066,232308,"Bluebell Luas Stop, Naas Road",4
Sheffield Stand,,,317781,233814,Ringsend Road (Ash Ireland),4
Sheffield Stand,,,316703,239430,"Omni Shopping Centre, Swords Road",7
Sheffield Stand,,,315476,235853,Glengarriff Parade,9
Sheffield Stand,,,316701,232972,Wilton Place,7
Sheffield Stand,,,315002,232967,Clanbrassil St Lower,8
Sheffield Stand,,,316106,233711,Molesworth St,8
Sheffield Stand,,,315242,234801,Bolton St,5
Sheffield Stand,,,315202,231208,Grosvenor Rd,5
Sheffield Stand,,,316806,234332,City Quay,5
Sheffield Stand,,,315889,234219,Fleet St,5
Sheffield Stand,,,317306,233902,Pearce St,7
Sheffield Stand,,,315222,233780,Ross Road,7
Sheffield Stand,,,315173,232633,Bloomfield Ave (46),6
Sheffield Stand,,,314352,232604,South Circular Road (Jct with Donore Ave),3
Sheffield Stand,,,315252,233695,Bride St (Health Studio),4
Sheffield Stand,,,315259,233607,Bride St (Opposite 79 at Park),4
Sheffield Stand,,,315493,235385,4 Blessington St,7
Sheffield Stand,,,315293,233513,Bride St (Canon Court),4
Sheffield Stand,,,315629,233299,Cuffe St (Opposite Mercer St Upper),4
Sheffield Stand,,,316875,238875,Swords Rd (Larkhill Rd Jct),5
Sheffield Stand,,,318995,239861,Barryscourt,5
Sheffield Stand,,,314482,233536,Braithewaite St (Jct with Poole St),6
Sheffield Stand,,,315270,233567,Bride St (Park Entrance),3
Sheffield Stand,,,316590,235202,28 Killarney St,6
Sheffield Stand,,,313298,232374,Crumlin Rd (Shop Center),6
Sheffield Stand,,,313115,232300,Crumlin Rd (Jct with Brickfield Drive),6
Sheffield Stand,,,312199,231356,Crumlin Village (Jct with Lisle Rd),5
Sheffield Stand,,,311995,231583,St Marys Rd (Agnes Terrace Jct),5
Sheffield Stand,,,313131,238505,Farnham Drive (Erins Isle GAA),8
Sheffield Stand,,,316436,239100,Shanowen Rd (St Kevins Boys Club),8
Sheffield Stand,,,316786,235513,Dunne St (Library),8
Sheffield Stand,,,315229,233395,St Patricks Close (Jct with Kevin St Upper),7
Sheffield Stand,,,309748,233690,Ballyfermot Rd (McLoughlins Butchers),7
Sheffield Stand,,,312313,233456,46 Bulfin Rd,5
Sheffield Stand,,,310915,232633,Bluebell Rd (Community Center),8
Sheffield Stand,,,312610,233564,Emmet Rd (outside Library),5
Sheffield Stand,,,312893,232185,Clonard Rd (Jct with Crumlin Road),5
Sheffield Stand,,,311340,231700,Long Mile Rd (outisde Kokonut Shop),9
Sheffield Stand,,,311868,231899,16 Errigal Rd,6
Sheffield Stand,,,317894,236387,St Aidans Park Rd (Jct With Malahide Rd),5
Sheffield Stand,,,319971,235910,Belgove Rd (jct with Summerville),6
Sheffield Stand,,,316523,234236,Townsend St (Jct with Mark St),5
Sheffield Stand,,,316230,232077,Ranelagh Road,6
Sheffield Stand,53.33678,-6.2358456,317549,233264,Haddington Road,5
Sheffield Stand,53.374318,-6.2178078,318646,237471,Clancarthy Road,5
Sheffield Stand,53.327709,-6.2307652,317912,232263,Anglesea Road(RDS Main Venue Gate),5
Sheffield Stand,53.337618,-6.2679919,315406,233305,Kevin Street Lower (Outisde DIT Entrance),10
Sheffield Stand,53.361108,-6.283,314343,235894,Cabra Road (Downeys Pub @ Dowth Ave Jct),4
Sheffield Stand,53.344744,-6.251984,316452,234124,Pearse Street (Outside GoHop),10
Sheffield Stand,53.334619,-6.2717671,315162,232965,Daniel Street (Jct Harty Place),5
Sheffield Stand,53.342148,-6.244941,316929,233846,Erne Street Upper (Outsude Bike Shop) Jct Boyne St,5
Sheffield Stand,53.3313,-6.2649838,315623,232607,Lennox Street (Bretzel Bakery),5
Sheffield Stand,53.339214,-6.250658,316556,233511,Merrion Square South (Between house 76 & 77),9
Sheffield Stand,53.344121,-6.248966,316655,234059,Pearse Street (The Lombard Pub),3
Sheffield Stand,53.314549,-6.300165,313324,230687,Ravendale Park (Outside the Four Provnces Pub),6
Sheffield Stand,53.333091,-6.23584,317559,232854,Northumberland Road (Baggot Lane Jct),8
Sheffield Stand,53.319346,-6.31511,312316,231197,St Agnes Road (Outside Crumlin Garda Station),4
Sheffield Stand,53.334827,-6.257925,316084,233011,"Conrad Hotel, Earlsfort Terrace",3
Sheffield Stand,53.338313,-6.266577,315498,233384,Bishop Street (Intreo/Welfare Centre),9
Sheffield Stand,53.326949,-6.265378,315609,232122,"Military Road, Rathmines (opposite Blackbird)",7
Sheffield Stand,53.343927,-6.248683,316675,234038,Pearse Street(Outside Goldsmith Hall),4
Sheffield Stand,53.341513,-6.2707143,315214,233734,Bride Road (Iveagh Fitness Club),5
Sheffield Stand,53.356716,-6.2676167,315379,235430,Blessington Street (Jct with Mountjoy Street),7
Sheffield Stand,53.336184,-6.2733493,315053,233137,New Street South (Peadar Browns Pub),4
Sheffield Stand,53.337025,-6.2728832,315082,233231,New Street South (Fumbally Court),4
Sheffield Stand,53.360855,-6.27365,314966,235881,North Circular Road (Outside Mr Tubs Dry Cleaning),6
Sheffield Stand,53.344291,-6.249048,316649,234078,Lombard Street East (The Lombard Pub),3
Sheffield Stand,53.343945,-6.240987,317187,234053,Macken Street (Outside Flyfit Gym - Hanover St East Jct),5
Sheffield Stand,53.345896,-6.252151,316438,234252,Moss Street (Jct with Townsend Street),4
Sheffield Stand,53.350585,-6.2706952,315191,234743,King Street North(Jct with Green Street),5
Sheffield Stand,53.343184,-6.244032,316986,233963,Pearse Street(Outside Maldron Hotel/Centra),4
Sheffield Stand,53.367156,-6.17288,321656,236749,Mount Prospect Avenue (Jct with Clontarf Rd),5
Sheffield Stand,53.338403,-6.280837,314548,233372,Cork Street (Robisnson Court opposite weaver park),6
Sheffield Stand,53.338643,-6.279866,314612,233400,Cork Street (Intreo Center),4
Sheffield Stand,53.338478,-6.279785,314618,233382,Cork Street (Southside Angling opposite Intreo),5
Sheffield Stand,53.31216,-6.247767,316822,230505,"Wilder & Green, Milltown",4
Sheffield Stand,53.353598,-6.291439,313802,235045,Oxmantown Road (Cowper Street Jct),5
Sheffield Stand,53.354525,-6.292933,313700,235146,Oxmantown Road (opposite the mascott pub),4
Sheffield Stand,53.349167,-6.281974,314444,234567,Blackhall Place(Jct with Blackhall Green),4
Sheffield Stand,53.358943,-6.25684,316091,235696,North Circular Road(Spar @ Portland Street Jct),5
Sheffield Stand,53.33704426,-6.286518574,314174,233211,Cork Street (Centz),4
Sheffield Stand,53.378562,-6.178134,321274,238010,All Saints Drive (Outside Raheny GAA),5
Sheffield Stand,53.338325,-6.2723897,315111,233376,New Street South (Maldron Hotel),4
Sheffield Stand,53.338254,-6.262208,315789,233385,St Stephens Green (outside RSCI),4
Sheffield Stand,53.364132,-6.272032,315065,236249,Phibsborough Road (Opposite Bald Eagle Pub),3
Sheffield Stand,53.36999,-6.14895,323240,237106,Causeway Road Clontarf,27
Sheffield Stand,53.34813,-6.29417,313634,234433,Parkgate Street (Jct with infirmary road - Nancy Hands pub),5
Sheffield Stand,53.34365,-6.281284,314504,233955,Bridgefoot Street (Jct with Thomas Street),10
Temporary Racks,53.348928,-6.260975,315842,234575,Princes Street North (pennys at Oconnel Street),13
Temporary Racks,53.34852,-6.264058,315638,234524,Liffey Street,15
Temporary Racks,53.356239,-6.244854,316896,235414,North Strand Road jct with Shamrock Place,10
Sheffield Stand,53.3481122,-6.2941508,313636,234431,Parkgate Street,3
Sheffield Stand,53.322805, -6.236991,317511,231707,Mulberry Lane Car Park,8
Temporary Racks,53.341848,-6.253055,316389,233800,Leinster Street South (Building No.9),10
Sheffield Stand,53.341653,-6.3028928,313071,233698,Kilmainham Lane (House No.6),5
Sheffield Stand,53.314828,-6.295824,313613,230724,Kimmage Road Lower,2
Sheffield Stand,53.349583,-6.26769,315394,234637,Wolf Tone Street (opposite Griffith College),6
Sheffield Stand,53.332375,-6.266876,315494,232723,Synge Street (close to Synge Lane),5
Sheffield Stand,53.341087, -6.236043,317524,233743,South Dock Street (jct with Barrow St),5
Sheffield Stand,53.313495,-6.24677,316885,230655,Milltown Road (outside Poise),5
Sheffield Stand,53.336882,-6.259567,315969,233237,St Stephens Green South,3
Sheffield Stand,53.334384,-6.258206,316066,232961,Earlsfort Terrace (Outside HPRA),4
Sheffield Stand,53.346122, -6.272299,315096,234244,Chancery Place (outside Dublin Christian Mission),8
Sheffield Stand,53.382456,-6.195036,320138,238414,McAuley Road (Outside Entrance to St Pauls Artane FC),9
Sheffield Stand,53.322066,-6.267124,315506,231576,Wynnefield Road (Outside Rathmine Bikes),5
Sheffield Stand,53.335506, -6.256507,316176,233088,Lesson Street Lower (Outside The Sugar Club),3
Sheffield Stand,53.354491,-6.229751,317906,235245,East Road (Jct with Bargy Road),3
Sheffield Stand,53.367071,-6.293967,313598,236540,Fassaugh Avenue (Outside Londis),4
Sheffield Stand,53.334169, -6.265531,315579,232925,Grantham Street (Jct with Camden St Lower),5
Sheffield Stand,53.333541, -6.241728,317166,232894,St Marys Road Ballsbridge (Jct with Baggot Lane),4
Sheffield Stand,53.356739,-6.233024,317682,235489,Church Road (Outside Colt Technology),3
Sheffield Stand,53.349525, -6.227120,318095,234697,East Wall Road (Jct with Sheriff St Upper),5
Sheffield Stand,53.382604,-6.277686,314639,238295,Fitzmaurice Rd (Outside Ballgall Credit Union),4
Sheffield Stand,53.352352, -6.243393,317004,234984,Seville Place (Jct with Oriel St Lower),3
Sheffield Stand,53.335487, -6.242767,317092,233109,Percy Place (opposite Investment house),5
Sheffield Stand,53.341102, -6.268772,315344,233691,Chancery Lane (Outside Plus Architecture),3
Sheffield Stand,53.353055, -6.244337,316939,235061,Seville Place (Jct with Coburg Place),5
Sheffield Stand,53.333891, -6.257983,316082,232906,Hatch Street Upper (Outside Eversheds),4
Sheffield Stand,53.345087,-6.2547123,316270,234157,Pearse Street (Outside Aras An Phiarsaigh),4
Sheffield Stand,53.340457,-6.243109,317055,233661,Eblana Villas (Jct with Grand Canal Street Lower),5
Sheffield Stand,53.333835,-6.2598105,315961,232897,Hatch Street Upper (Outside Hardwicke House),3
Sheffield Stand,53.34707291,-6.282331844,314426,234334,Blackhall Place (outside Spar),3
Sheffield Stand,53.366893,-6.292718,313681,236523,Fassaugh Avenue (Outside NCBI),3
Sheffield Stand,53.328537,-6.23059,317922,232356,Anglesea Road (Jct Merrion Road),2
Sheffield Stand,53.328424,-6.230617,317920,232343,Anglesea Road (Jct Merrion Road),2
Sheffield Stand,53.33397937,-6.261724242,315833,232910,Hatch Street Upper (Outside One Place Park),4
Sheffield Stand,53.363278,-6.243744,316950,236199,Richmond Road (Jct with Richmond Avenue),3
Sheffield Stand,53.357415,-6.257314,316063,235525,Mountjoy Square North (Jct with MJS East),3
Sheffield Stand,53.362822,-6.178398,321301,236258,Clontarf Road (Jct with Dollymount Park),3
Sheffield Stand,53.323646,-6.250202,316629,231779,Cullenswood Park ( Jct with Ranelagh Road),5
Sheffield Stand,53.387103,-6.242104,316994,238853,N1 Ramp Road (Just off Ellenfield Park),4
Sheffield Stand,53.391242,-6.234954,317458,239325,Lorcan Avenue (Outside Kilmardinny Inn),4
Sheffield Stand,53.324841,-6.240554,317268,231928,Morehampton Road (Jct with Herbert Park),3
Sheffield Stand,53.323811,-6.327954,311448,231673,Walkinstown Road (Carprk opposite Halfway house),4
Sheffield Stand,53.39013,-6.311036,312401,239079,Mellows Road (Outside Community Center),3
Sheffield Stand,53.367375,-6.298704,313282,236567,Fassaugh Avenue (Cabra House Pub),3
Sheffield Stand,53.367392,-6.299124,313254,236568,Fassaugh Avenue (outside spar & Centra),3
Sheffield Stand,53.33391504,-6.260607446,315908,232905,Hatch Street Upper (Outside Three Park Place),4
Sheffield Stand,53.37237867,-6.194035777,320233,237295,Sybil Hill Road (Entrance to St Annes Park),5
Sheffield Stand,53.34591638,-6.27587837,314858,234216,Arran Quay,10
Sheffield Stand,53.333725,-6.269798,315296,232869,Ovova Road (Outside City Building Supply),5
Sheffield Stand,53.341311,-6.257962,316064,233732,"The Ivy, Molesworth Street (Jct with Dawson St)",5
Sheffield Stand,53.361605,-6.28613,314134,235945,Imaal Road,3
Sheffield Stand,53.37729,-6.275765,314782,237707,"Hockey Club, Old Finglas Road",5
Sheffield Stand,53.371418,-6.166817,322047,237234,James Larkin Road (Clontarf),8
Cargo bike stands,53.336841,-6.259403,315980,233232,St Stephens Green South,3
Sheffield Stand,53.3759,-6.209,319228,237661,Killester Ave (Jct with Killester Park),4
Sheffield Stand,53.375602,-6.209501,319195,237627,Killester Ave (Jct with Killester Park),4
Sheffield Stand,53.355902,-6.265499,315522,235343,Dorset Street Upper (Outside Gala),4
Sheffield Stand,53.392112,-6.205152,319438,239472,Coolock Drive (Jct with Oscar Traynor Rd),3
Sheffield Stand,53.400056,-6.171093,321681,240413,Elmfield Rise (Outside Spar),5
Sheffield Stand,53.366278,-6.256676,316082,236512,Carlingford Road (Opposite Andersons Creperie),5
Sheffield Stand,53.38089,-6.245648,316776,238156,Swords Road (The Viscount),4
Sheffield Stand,53.35750389,-6.248031086,316681,235550,William Street North (Outside Lowrys),5
Sheffield Stand,53.349409,-6.229783,317918,234679,North Wall Ave (Madden Property Consultants),5
Sheffield Stand,53.341904,-6.307589,312757,233719,Kilmainham Lane (Opposite La Dolce Vita),5
Sheffield Stand,53.3240331,-6.278548121,314739,231776,Harolds Cross Road (Greyhound Stadium),3
Sheffield Stand,53.358146,-6.267227,315401,235590,Nelson Street (Centre for Nurse Ed),5
Sheffield Stand,53.36073337,-6.26076081,315825,235889,Innisfallen Parade (Jct Dorset St Lower),5
Sheffield Stand,53.335579,-6.268985,315345,233076,Arnott Street (Jct with Heytesbury St),5
Sheffield Stand,53.31449,-6.282547,314498,230708,Terenure Road North (Terenure Laundrette),4
Sheffield Stand,53.325842,-6.289827,313983,231960,Eamoon Ceannt Park (Clogher Rd/Rutland Rd) Sundrive Pavillion,5
Sheffield Stand,53.32797593,-6.220836032,318573,232309,Holyrood Park (Jct with Sandymount Ave),5
Sheffield Stand,53.346316,-6.255063,316243,234294,Tara Street (irish Times),3
Sheffield Stand,53.34600478,-6.255049903,316245,234259,Tara Street (irish Times),3
Sheffield Stand,53.386623,-6.211416,319037,238850,Maryfield Ave (Ardlea Inn),5
Sheffield Stand,53.393498,-6.203269,319560,239629,Coolock Drive (Mr Price),4
Sheffield Stand,53.331016,-6.319627,311984,232488,Mourne Road (Our Lady of Mercy Secondary School),5
Sheffield Stand,53.339315,-6.316478,312172,233416,St Michaels Estate (opposite Community Sports Centre),4
Sheffield Stand,53.35561866,-6.265913827,315496,235311,Wellington Street (Delahuntys Bar),0
Sheffield Stand,53.338659,-6.322062,311802,233335,Tyreconnell Road (Tesco),3
Sheffield Stand,53.315996,-6.26526,315646,230903,Rathmines Road Upper (Jct with Maxwell Lane),5
Sheffield Stand,53.322721,-6.230233,317962,231709,Angelesea Raod (Brookfield Apartments),5
Sheffield Stand,53.333972,-6.301908,313157,232845,Dolphin Road (Crumlin),5
Sheffield Stand,53.34514,-6.308024,312720,234078,Islandbridge,3
Sheffield Stand +Cargo Stand,53.352257,-6.28415,314291,234908,Manor Place (Manor Street Jct),3
Sheffield Stand,53.368913,-6.254743,316203,236808,Drumcondra Rd Upper (Outside Insomnia),3
Sheffield Stand,53.376327,-6.250063,316494,237641,Drumcondra Rd Upper ( Home Farm FC),3
Sheffield Stand,53.384768,-6.243105,316934,238592,Swords Road ( Holy Child Church @ railing),3
Sheffield Stand,53.382077,-6.244497,316849,238290,Swords Road (Jct Collins Ave),3
Sheffield Stand,53.373835,-6.175331,321474,237488,Saint Annes Car Park,10
Sheffield Stand,53.355563,-6.2647773,315571,235307,Frederick Street North,5
Sheffield Stand,53.357288,-6.266006,315485,235497,St Josephs Parade (National Training Center),5
Sheffield Stand,53.307368,-6.299807,313367,229888,"Greenlea Road, Terenure",5
Sheffield Stand,53.347219,-6.283783,314328,234348,Ellis Street,7
Sheffield Stand,53.381154,-6.208471,319248,238247,"McHughs, Malahide Road",4
Sheffield Stand,53.317304,-6.332645,311153,230942,"Kestral, Cromwellsfort Road",3
Sheffield Stand,53.321338,-6.234825,317659,231548,"Spar, Donnybrook Road",3
Sheffield Stand,53.350851,-6.25142,316473,234804,Talbot Place,5
Sheffield Stand,53.325628,-6.226857,318178,232038,Simmonscourt Road,5
Sheffield Stand,53.321919,-6.25632,316226,231577,"Lios na nOg, Oakley Road",5
Sheffield Stand,53.354861,-6.29025,313878,235188,"Aughrim Street Sports Hall, Aughrim Street",5
Sheffield Stand,53.353064,-6.285122,314224,234996,Manor Street,3
Sheffield Stand,53.319003,-6.281421,314561,231212,Clareville Road,5
Sheffield Stand,53.321075,-6.255761,316265,231484,Moyne Road,5
Sheffield Stand,53.327007,-6.258448,316070,232140,Mount Pleasant Square,5
Sheffield Stand,53.331339,-6.23449,317654,232661,"Finance Ireland, Pembroke Road",4
Sheffield Stand,53.331121,-6.2339,317694,232638,"Hume House, Pembroke Road",4
Sheffield Stand,53.320952,-6.257226,316168,231468,"The hardware Store, Dunville Avenue",5
Sheffield Stand,53.364032,-6.199151,319916,236357,"Seafield Road West, Clontarf",5
Sheffield Stand,53.35830128,-6.250524612,316513,235635,Richmond Street North,5
Sheffield Stand,53.302703,-6.297947,313503,229372,"Terenure College Swimming Pool, Fortfield Road",4
Sheffield Stand,53.321886,-6.239063,317376,231602,Mount Eden Road,5
Sheffield Stand,53.326692,-6.258051,316098,232105,Old Mountpleasant 1,2
Sheffield Stand,53.32661,-6.257754,316118,232097,Old Mountpleasant 2,7
Sheffield Stand,53.349867,-6.34487,310254,234546,"Main Street, Chapolizad",5
Sheffield Stand,53.369308,-6.271493,315087,236825,Prospect Square Installation,5
Sheffield Stand,53.318298,-6.2108075,319268,231249,"Circle K, Merrion Road",5
Sheffield Stand,53.355012,-6.266235,315476,235243,"Aparto, Dorset St Upper",5
Sheffield Stand,53.340166,-6.316787,312150,233511,Emmet Road (McDowells Pub),5
Sheffield Stand,53.332867,-6.26012,315943,232789,Adelaide Road (Montague House),5
Sheffield Stand,53.37982,-6.210781,319098,238095,Malahide Road (Kilmore Rd Jct),4
Sheffield Stand,53.337525,-6.251547,316501,233321,Pembroke Street Lower (Californian Burrito Bar),5
Sheffield Stand,53.339931,-6.22746,318099,233628,Dermot O'Hurley Ave,5
Sheffield Stand,53.336778,-6.244001,317006,233250,Mount Street Crescent (Herbert St Jct),5
Sheffield Stand,53.321183,-6.335011,310985,231370,Walkinstown Green (Heritage Credit Union),5
Sheffield Stand,53.332977,-6.249024,316682,232819,Mespil Road (Opposite building 39),5
Sheffield Stand,53.351541,-6.267718,315386,234854,Kings Inn Street,5
Sheffield Stand,53.337751,-6.323397,311716,233232,Tyrconnell Street (Tyreconnel Road Jct),5
Sheffield Stand,53.329331,-6.258119,316086,232399,Dartmouth Road (Dartmouth Place Jct),5
Sheffield Stand,53.365796,-6.262973,315664,236448,Crawford Ave (Iona Road Jct),5
Sheffield Stand,53.333881,-6.251684,316502,232916,Cumberland Road (Fitzwilliam Place Jct),5
Sheffield Stand,53.332713,-6.257413,316124,232776,Adelaide Road (jct Hatch Lane),5
Sheffield Stand,53.332099,-6.305912,312895,232630,Slievenamon Road (Keeper Road Jct),5
Sheffield Stand,53.331071,-6.231793,317835,232635,Shelbourne Road (Starbucks),5
Sheffield Stand,53.327586,-6.235294,317611,232242,Herbert Park (astro turf entrance),7
Sheffield Stand,53.352445,-6.291885,313775,234916,Swords Street (Thor Park),5
Sheffield Stand,53.353166,-6.291547,313796,234997,Swords Street (Finn Street Jct),5
Sheffield Stand,53.339636,-6.272362,315109,233522,Patrick Street (St Patricks Cathedral),5
Sheffield Stand,53.364059,-6.197649,320016,236363,Seafield Road West (St John Baptist School),5
Sheffield Stand,53.3723,-6.252584,316337,237189,Drumcondra Road (Chilli Banana),3
Sheffield Stand,53.345667,-6.25093,316520,234228,Townsend Street,5
Sheffield Stand,53.340166,-6.316787,312150,233511,Emmet Road,5
Sheffield Stand,53.340891,-6.265634,315554,233673,Aungier Street,5
Sheffield Stand,53.340305,-6.315118,312260,233529,Emmet Road,5
Sheffield Stand,53.364387,-6.275507,314833,236271,Leinster Street North,5
Sheffield Stand,53.3524,-6.289245,313951,234916,Oxmantown Road,3
Sheffield Stand,53.374373,-6.255575,316133,237415,Clare Road,5
Sheffield Stand,53.335965,-6.2624615,315779,233130,Clonmel Street,3
Sheffield Stand,53.317272,-6.2922769,313843,231002,Kimmage Grove,5
Sheffield Stand,53.364992,-6.260116,315856,236363,St Alphonsus Road,3
Sheffield Stand,53.348463,-6.28003,314575,234492,Blackhall Street,4
Sheffield Stand,53.33703972,-6.254552121,316302,233262,Ely Place,4
Sheffield Stand,53.382512,-6.261817,315695,238310,Albert College Park,10
Sheffield Stand,53.350008,-6.283897,314313,234658,Viking Place,4
Sheffield Stand,53.342442,-6.349356,309975,233713,Ballyfermot Road,5
Sheffield Stand,53.335294,-6.294869,313622,233003,South Circular Road,5
