stand_type,easting,northing,long,lat,stand_numbers
Sheffield Stand,315326.251,234583.081,-6.268952017161247,53.3491325865843,2
Sheffield Stand,315483.659,234709.557,-6.266543400157118,53.350234143701186,2
Sheffield Stand,316040.24,234723.909,-6.258184308220243,53.35024134911288,5
Sheffield Stand,316589.41,234825.5,-6.249904354383317,53.35103307576484,8
Sheffield Stand,315601.502,233103.476,-6.265360448394895,53.33578442016408,2
Sheffield Stand,315619.469,233085.009,-6.265097602015801,53.33561464918429,2
Sheffield Stand,315797.933,235005.731,-6.261718130103914,53.352825396939764,13
Sheffield Stand,316429.307,234653.463,-6.252370630767088,53.34952327688752,10
Sheffield Stand,316124.547,234396.322,-6.257038991105774,53.347280864256774,10
Sheffield Stand,316103.209,234384.569,-6.257363541206031,53.347179991476665,8
Sheffield Stand,315980.949,234172.805,-6.259275938827657,53.345304964989204,4
Sheffield Stand,315945.856,234058.105,-6.2598445593317775,53.344282546663926,12
Sheffield Stand,316272.359,234951.172,-6.254616984240244,53.35223143289655,6
Hoops,315730.637,233122.755,-6.263415849923063,53.335929367266715,4
Hoops,315565.264,233528.086,-6.265749400180372,53.33960569966473,5
Hoops,315831.507,233983.195,-6.261587986423672,53.34363481350142,4
Hoops,315658.048,234850.175,-6.263874617930076,53.35145894905492,8
Hoops,315584.249,233695.719,-6.2654033988657005,53.34110704867421,10
Hoops,315546.977,234144.59,-6.265799064298009,53.345146435733575,6
Hoops,315552.536,234154.888,-6.265711882954975,53.34523770781379,6
Hoops,315652.816,234128.53,-6.264216551543518,53.344979099667455,6
Hoops,316519.88,233345.409,-6.251492123175751,53.33775597510579,7
Hoops,315513.422,234727.572,-6.266090111381174,53.35038944159248,7
Hoops,314576.739,234353.786,-6.280284327283572,53.347236018696854,6
Hoops,316616.747,233295.175,-6.250057135291606,53.337283516838966,5
Hoops,316760.249,233420.672,-6.247857734009709,53.33837896928403,4
Hoops,316459.788,233364.891,-6.252386632953566,53.337944154239196,7
Hoops,316398.382,233383.272,-6.253301271395632,53.33812272757721,7
Hoops,315865.43,233518.805,-6.261248655442059,53.33945677346568,1
Hoops,315876.185,233543.229,-6.2610783446330665,53.33967376924212,7
Hoops,316150.724,233485.461,-6.25697992148399,53.3390948331541,8
Hoops,315881.01,233554.313,-6.261001891461808,53.33977225749802,7
Hoops,315487.286,234129.767,-6.266700276716234,53.34502633270575,5
Hoops,316626.893,233974.817,-6.249654855651054,53.343385014083815,3
Hoops,314578.069,234331.977,-6.280272252112374,53.34703986565107,6
Hoops,315474.974,234555.758,-6.266729810850994,53.348854789106035,5
Hoops,315886.62,234215.257,-6.260676054928282,53.34570687040894,5
Hoops,315915.208,234219.253,-6.2602455555973835,53.34573650107111,4
Hoops,315980.397,234459.217,-6.259179395627069,53.34787730587112,4
Hoops,315529.605,234337.349,-6.265989500423069,53.346881369709635,4
Hoops,316246.263,234863.717,-6.255040773772736,53.35145174650439,5
Hoops,315561.333,233608.947,-6.265778910191605,53.34033276024988,10
Hoops,315631.373,234804.423,-6.264291700346294,53.35105388336612,7
Hoops,315389.393,234098.328,-6.268180846581677,53.34476532162059,4
Hoops,315621.511,233037.8,-6.265084177223084,53.33519022498466,4
Hoops,315856.402,234883.26,-6.260885295264113,53.351712713007366,8
Hoops,315769.736,233921.602,-6.262537475713936,53.34309516197977,4
Hoops,315715.132,233917.955,-6.263358234158673,53.343074341982316,5
Hoops,315688.282,233923.276,-6.263759222324711,53.343127994924096,6
Hoops,315797.251,234010.087,-6.262092237487355,53.343883817839036,4
Hoops,315451.628,234133.537,-6.267234038238058,53.3450679655193,5
Hoops,314688.714,234479.324,-6.27855833438506,53.34833922639931,6
Hoops,315516.52,234390.428,-6.26616653113571,53.3473609199413,5
Hoops,316502.929,232906.195,-6.251907841892842,53.33381520172738,5
Hoops,314730.38,234589.348,-6.277893142449794,53.349318317398,5
Hoops,315771.53,234471.866,-6.262309531038047,53.34803661126443,5
Hoops,316004.875,233697.49,-6.259090837526302,53.341030995122644,6
Hoops,316148.543,233724.801,-6.256924955758214,53.34124478508962,6
Hoops,316633.662,233993.973,-6.249546225902169,53.34355555956805,3
Hoops,315921.864,234514.395,-6.2600376938241435,53.34838566782195,8
Hoops,316103.515,233504.548,-6.257681315132762,53.339276600388295,8
Hoops,315657.485,234517.05,-6.264004677792932,53.348467324356534,7
Sheffield Stand,315687.676,235182.112,-6.263308682757018,53.35443355207857,2
Sheffield Stand,316249.126,234563.925,-6.255107803078279,53.34875874186454,3
Sheffield Stand,315129.04,232840.827,-6.272544727652681,53.33352847935409,4
Sheffield Stand,316130.216,234273.975,-6.256998747400766,53.34618084370271,4
Sheffield Stand,316038.694,235123.997,-6.25806095815936,53.35383480835315,2
Sheffield Stand,315891.862,233890.163,-6.260716262510045,53.342786103099115,4
Sheffield Stand,316485.825,234702.625,-6.251504283370827,53.349952360132846,3
Sheffield Stand,315600.544,235304.237,-6.264572022129984,53.35554937212892,3
Sheffield Stand,315645.813,233850.564,-6.2644230735479605,53.34248425315072,4
Sheffield Stand,316711.319,234653.066,-6.248138097383613,53.34945762513926,4
Sheffield Stand,314711.859,234357.044,-6.278255226823669,53.34723602509968,6
Sheffield Stand,313763.589,233632.925,-6.292747154526328,53.34093728542655,40
Sheffield Stand,313276.991,233380.675,-6.300139298117922,53.33877610971682,2
Sheffield Stand,315853.041,234163.896,-6.261198772159308,53.345252952143866,5
Sheffield Stand,316252.362,234409.608,-6.255115852840495,53.34737213871811,3
Sheffield Stand,316649.754,234041.084,-6.2492873976419085,53.343975109682695,2
Sheffield Stand,316013.987,234331.401,-6.258722061080132,53.34672205322523,6
Sheffield Stand,315276.8,234720.7,-6.269644149093646,53.350379295057856,11
Sheffield Stand,315543.6,234283.9,-6.265798951287567,53.34639829773469,5
Sheffield Stand,315202.8,233733.2,-6.271113830149047,53.341526766978646,5
Sheffield Stand,316331.7,234260.3,-6.253979949064964,53.34601380780586,14
Sheffield Stand,314870.8,233885.1,-6.276040860495525,53.34296307876979,10
Sheffield Stand,315412.9,234035.0,-6.2678511307821205,53.34419145786468,7
Sheffield Stand,315867.3,232630.2,-6.2615452932300855,53.33147592210998,5
Sheffield Stand,315095.9,233224.7,-6.272902609295578,53.33698321304316,5
Sheffield Stand,315093.1,233215.3,-6.2729480344498985,53.33689940076371,5
Sheffield Stand,315396.5,234522.4,-6.267919758921917,53.3485723129293,9
Sheffield Stand,314958.3,233743.2,-6.274779233153893,53.34166970091542,10
Sheffield Stand,315325.2,234682.2,-6.268931712259623,53.35002299138253,16
Sheffield Stand,315836.321,233986.497,-6.261514536398838,53.34366341537345,3
Sheffield Stand,315688.88,233915.168,-6.263753207761301,53.34305504743914,8
Sheffield Stand,317524.528,233685.254,-6.23629174498886,53.34058609428463,5
Sheffield Stand,317474.334,233873.751,-6.236975080138328,53.34229007176555,3
Sheffield Stand,315274.418,234746.734,-6.269670428613321,53.35061362195439,8
Sheffield Stand,315210.572,234600.911,-6.270681747891564,53.349317898418285,4
Sheffield Stand,315640.759,235501.21,-6.263896427032255,53.35730957302078,3
Sheffield Stand,315259.389,235472.585,-6.269631878772293,53.357135672931044,5
Sheffield Stand,314729.153,234630.562,-6.277896634256374,53.34968872301818,4
Sheffield Stand,315026.347,233545.252,-6.273829927469903,53.33987717249853,5
Sheffield Stand,315113.636,233680.183,-6.272471099870909,53.341070012629764,6
Sheffield Stand,315680.265,234840.376,-6.2635447264967405,53.35136609196643,8
Sheffield Stand,315674.662,234834.082,-6.2636311236398,53.351310790644966,11
Sheffield Stand,315680.265,234840.376,-6.2635447264967405,53.35136609196643,10
Sheffield Stand,314366.6,233747.271,-6.283657032986446,53.341834360197886,8
Sheffield Stand,315366.278,233644.474,-6.268692935185186,53.34069434510069,6
Sheffield Stand,315867.055,233283.466,-6.261310279831621,53.33734287118998,5
Sheffield Stand,315883.421,233553.689,-6.260965941215244,53.33976612596796,8
Sheffield Stand,315523.07,233309.567,-6.266462168194126,53.337652409810325,11
Sheffield Stand,315632.076,232778.41,-6.265020241409615,53.33285836727604,3
Sheffield Stand,315662.699,232694.939,-6.264591241450318,53.33210203937174,5
Sheffield Stand,315535.25,233062.637,-6.266369385202456,53.33543210280415,4
Sheffield Stand,314775.5,234008.681,-6.27742625429177,53.34409361249905,5
Sheffield Stand,323269.966,237088.98,-6.148756503282841,53.369846569584624,10
Sheffield Stand,317772.397,236957.296,-6.231355617458193,53.36991624783337,5
Sheffield Stand,316003.097,234441.355,-6.258845245005541,53.34771191776911,5
Sheffield Stand,315530.717,234332.111,-6.265974721162174,53.3468340853052,7
Sheffield Stand,315515.022,234395.948,-6.266187001162994,53.34741082113103,4
Sheffield Stand,316417.291,234720.167,-6.25252646712984,53.35012497434663,8
Sheffield Stand,315142.798,235873.295,-6.271236400416223,53.36075977396848,4
Sheffield Stand,315575.179,235805.539,-6.264769819824278,53.36005702786756,5
Sheffield Stand,315008.0,236082.0,-6.273184308580305,53.36266343687526,4
Sheffield Stand,317218.987,234149.856,-6.240704766079209,53.3448262786791,8
Sheffield Stand,321426.8,236982.787,-6.176473074565202,53.36931912660563,8
Sheffield Stand,314991.026,233578.667,-6.274347822162815,53.34018493921396,5
Sheffield Stand,314964.281,233662.017,-6.274718923910589,53.34093930466487,5
Sheffield Stand,314754.179,233600.373,-6.277894045772437,53.34043124583931,5
Sheffield Stand,315084.891,233466.694,-6.272979953870769,53.33915893294494,10
Sheffield Stand,314758.573,233872.512,-6.277729584843273,53.34287435629622,16
Sheffield Stand,314847.147,233918.909,-6.276383565110221,53.343271844546834,5
Sheffield Stand,316742.383,234482.746,-6.2477346178867315,53.34792117054504,3
Sheffield Stand,316878.557,234472.704,-6.245694584755251,53.347800946196,6
Sheffield Stand,314657.73,232599.721,-6.27970318467486,53.33146532650877,2
Sheffield Stand,314713.692,232624.901,-6.278854492917306,53.331679353719394,2
Sheffield Stand,315131.468,235859.485,-6.271411519323319,53.360638212777545,2
Sheffield Stand,315224.041,235850.499,-6.270024996690128,53.36053736561178,3
Sheffield Stand,315187.398,235845.907,-6.270576785159434,53.3605041013496,2
Sheffield Stand,315052.381,235892.815,-6.272586737441062,53.36095474306858,5
Sheffield Stand,315038.144,235896.377,-6.272799184300193,53.36098982759588,4
Sheffield Stand,315054.399,235849.142,-6.2725723112855665,53.360562082394694,2
Sheffield Stand,315054.644,235834.509,-6.2725739504930615,53.36043061190407,2
Sheffield Stand,315068.717,235878.393,-6.272346725441991,53.36082166947741,5
Sheffield Stand,314458.574,234733.715,-6.2819205359014925,53.350673693847725,5
Sheffield Stand,314380.423,234840.865,-6.283054859576069,53.35165289069593,6
Sheffield Stand,314392.437,234819.183,-6.28288236018178,53.351455570289474,3
Sheffield Stand,314394.945,234787.218,-6.282856258152538,53.3511679525537,2
Sheffield Stand,315628.788,233719.678,-6.264726305406147,53.341312499948884,10
Sheffield Stand,315670.353,233485.381,-6.264188068242486,53.33919923286105,4
Sheffield Stand,315139.74,233575.131,-6.27211753800196,53.34012087615391,5
Sheffield Stand,315518.515,233386.003,-6.266502665226853,53.33833986619776,10
Sheffield Stand,315588.21,233293.954,-6.265490445603127,53.337497981318386,5
Sheffield Stand,316890.787,233674.835,-6.2458053060038505,53.34063276274149,5
Sheffield Stand,316778.06,234007.712,-6.247374217765742,53.343647126535366,11
Sheffield Stand,316820.505,233995.165,-6.246741879490079,53.34352508379055,10
Sheffield Stand,313650.646,234432.246,-6.294155359115155,53.3481402399713,5
Sheffield Stand,313715.21,234429.126,-6.293187455214156,53.34809835792215,6
Sheffield Stand,314464.667,234494.741,-6.281915420236713,53.348526165147284,3
Sheffield Stand,314674.515,234405.396,-6.278798198101888,53.347678359463224,6
Sheffield Stand,314664.039,234318.689,-6.278986802722337,53.34690191843836,5
Sheffield Stand,316753.452,233185.195,-6.248046434018834,53.33626569584664,10
Sheffield Stand,316506.506,233333.09,-6.251697323580678,53.33764828209221,10
Sheffield Stand,316677.843,232857.51,-6.249301456893307,53.333339477992986,10
Sheffield Stand,317078.893,233431.529,-6.2430724998644935,53.33840614067032,10
Sheffield Stand,316906.785,233107.34,-6.245774501307242,53.33553268035009,10
Sheffield Stand,317267.6,234287.385,-6.2399243328308955,53.34605062961385,10
Sheffield Stand,315411.93,233628.84,-6.268013577068174,53.34054399236459,10
Sheffield Stand,316611.605,233686.795,-6.249990240125904,53.340801712182234,10
Sheffield Stand,316802.03,233771.28,-6.2471016317940835,53.34151849525888,10
Sheffield Stand,316237.885,232748.28,-6.2559422818676,53.332455209589774,10
Sheffield Stand,315122.13,231505.16,-6.273133088010604,53.321534445743104,10
Sheffield Stand,319571.845,231710.705,-6.206315279797378,53.32239522864258,10
Sheffield Stand,318907.92,232850.363,-6.215846372132313,53.33277947602482,5
Sheffield Stand,318900.37,232844.685,-6.215961771377646,53.332730178311934,5
Sheffield Stand,316498.005,230954.255,-6.25269839723138,53.31628622671166,10
Sheffield Stand,318758.27,233817.49,-6.217729287439051,53.341498474083274,7
Sheffield Stand,318132.385,233855.73,-6.22710697641483,53.34198186362945,10
Sheffield Stand,315176.22,234193.665,-6.271345363294587,53.34566793841013,10
Sheffield Stand,315257.545,234212.77,-6.270117915150281,53.345821824563004,8
Sheffield Stand,315353.185,234509.945,-6.268574394558787,53.34846989397703,11
Sheffield Stand,315253.785,234838.585,-6.269946701961527,53.35144301678693,10
Sheffield Stand,315693.765,234931.145,-6.263308946756173,53.352178325003834,6
Sheffield Stand,315661.06,235156.09,-6.2637177099799874,53.35420566809519,10
Sheffield Stand,316316.71,234692.13,-6.254046392274582,53.3498952847258,10
Sheffield Stand,316484.875,234837.725,-6.251468868247458,53.35116587463913,8
Sheffield Stand,317789.9,234745.92,-6.231915447904455,53.35005267981932,9
Sheffield Stand,317279.005,234791.145,-6.239566710840871,53.35057224265879,9
Sheffield Stand,316101.03,235369.245,-6.257035367694263,53.35602366866705,10
Sheffield Stand,316068.54,235333.71,-6.257536105067459,53.355711660082974,9
Sheffield Stand,315848.25,235354.67,-6.260835239612786,53.355948152627064,9
Sheffield Stand,315485.8467,234751.6552,-6.266495218579018,53.3506117448986,10
Sheffield Stand,315315.2303,235681.5998,-6.268717492804724,53.35900064517925,10
Sheffield Stand,315822.4329,235369.1651,-6.261217484748029,53.356083979965334,10
Sheffield Stand,315819.0355,235356.7102,-6.2612730387705495,53.35597286789657,9
Sheffield Stand,314989.7824,234448.892,-6.27405074693728,53.348000624775594,9
Sheffield Stand,317633.7794,232237.081,-6.235189548055336,53.327556175083345,10
Sheffield Stand,314965.8108,234139.0139,-6.274522949418865,53.34522284221582,10
Sheffield Stand,315110.173,233298.1208,-6.272661792188593,53.33763949781262,10
Sheffield Stand,314667.892,233828.7098,-6.279106260033701,53.34250061255961,10
Sheffield Stand,314783.3505,233339.7114,-6.277550677775755,53.33808393962554,10
Sheffield Stand,314880.0395,233858.573,-6.275911820063085,53.342722837736424,10
Sheffield Stand,315064.1364,233900.1389,-6.273134048525438,53.34305617299251,10
Sheffield Stand,314706.7689,233674.9985,-6.278578473532719,53.3411117224014,10
Sheffield Stand,314446.7253,233712.036,-6.2824673599381615,53.34150060842771,10
Sheffield Stand,314109.5673,233954.4655,-6.287439591506425,53.343750609065296,10
Sheffield Stand,314518.6191,233955.0182,-6.281300709573375,53.34366727949208,10
Sheffield Stand,313720.7971,234189.4937,-6.293189599384,53.34594502078383,5
Sheffield Stand,314279.7584,233958.5518,-6.2848840389028355,53.34375061077984,10
Sheffield Stand,314367.6956,233688.4844,-6.283661802392517,53.34130616340043,10
Sheffield Stand,314843.3229,233922.6389,-6.276439601448069,53.34330617175008,10
Sheffield Stand,311929.3464,233553.1588,-6.32030064578836,53.340611694187146,10
Sheffield Stand,315614.266,231751.4775,-6.265661709588636,53.32363947980799,10
Sheffield Stand,321349.696,238204.2792,-6.177162254194072,53.380306300131515,10
Sheffield Stand,321537.0057,238184.3233,-6.1743567042331335,53.38008407977137,11
Sheffield Stand,320155.7242,235832.4255,-6.195995390346408,53.3592784769473,8
Sheffield Stand,315954.9596,236080.6965,-6.2589675309935,53.36244510190647,5
Sheffield Stand,316379.492,236122.0032,-6.252578653362492,53.362722885071065,5
Sheffield Stand,314698.7417,236845.1129,-6.277550883537566,53.369583989068865,8
Sheffield Stand,313242.66,239105.166,-6.298606542610891,53.39019511586342,10
Sheffield Stand,313271.5501,238901.7192,-6.298245419228256,53.388361780067676,5
Sheffield Stand,319733.2851,238936.5366,-6.201162257780178,53.38725073588917,5
Sheffield Stand,321114.1098,233512.1489,-6.182495256427338,53.338222900228274,10
Sheffield Stand,314500.5241,233707.1449,-6.281661805358905,53.34144505400845,5
Sheffield Stand,314767.3865,234001.2233,-6.277550715659056,53.34402839374187,9
Sheffield Stand,314513.6756,233314.6543,-6.281606227239757,53.337917270338465,5
Sheffield Stand,311591.7227,236894.8465,-6.324189713433407,53.37069507124797,8
Sheffield Stand,314134.7728,233135.4357,-6.287356210244043,53.33638948656713,5
Sheffield Stand,312511.1067,232904.9986,-6.311800619005139,53.33466724532094,8
Sheffield Stand,313080.2848,232637.0358,-6.303356167088057,53.332139469024256,7
Sheffield Stand,313080.2848,232637.0358,-6.303356167088057,53.332139469024256,5
Sheffield Stand,315137.4238,236605.1893,-6.271050877799955,53.36733399000727,4
Sheffield Stand,313436.4938,233072.3404,-6.297856197014382,53.33597281195621,5
Sheffield Stand,314369.1016,238473.3577,-6.28191208666746,53.3842784515851,8
Sheffield Stand,316781.0072,234313.1479,-6.247217438571764,53.34638953048628,6
Sheffield Stand,315504.5632,234133.5101,-6.266439626205259,53.34505618102315,10
Sheffield Stand,315440.9182,234162.8947,-6.267384070880281,53.34533395819815,6
Sheffield Stand,318261.6913,236248.8853,-6.224273148808698,53.3634451287937,12
Sheffield Stand,315433.819,234150.3504,-6.267495181653265,53.34522284684685,6
Sheffield Stand,317493.5633,236186.5306,-6.235828683865526,53.36305623060309,5
Sheffield Stand,313198.5896,237075.1322,-6.299995310129522,53.37197286654865,5
Sheffield Stand,315050.4539,237599.0293,-6.271995382168814,53.376278446556874,5
Sheffield Stand,315063.0263,236850.8273,-6.272078669524964,53.36955621508324,6
Sheffield Stand,313331.7886,238779.4378,-6.297384303030669,53.387250668057796,6
Sheffield Stand,315484.8686,239737.5681,-6.264689969932084,53.395389589823985,10
Sheffield Stand,315457.9377,239628.6571,-6.265134406953713,53.39441736546664,5
Sheffield Stand,315901.2408,236917.5944,-6.259467581128602,53.36997289052306,5
Sheffield Stand,313328.0586,235912.1739,-6.298467467271164,53.36150062981994,8
Sheffield Stand,319586.2566,231691.8731,-6.206106216748294,53.32222285505246,10
Sheffield Stand,311429.5464,232842.4303,-6.3280506013230235,53.33433390138872,5
Sheffield Stand,319543.8048,231907.3227,-6.20666178465209,53.324167302634805,8
Sheffield Stand,318117.9673,232304.1459,-6.22790127783263,53.328050761481784,8
Sheffield Stand,316770.5385,234010.0573,-6.247486227245646,53.3436698476182,5
Sheffield Stand,314829.1279,232171.0596,-6.2772869193381124,53.32757842144797,4
Sheffield Stand,314600.281,233987.0022,-6.280063639851603,53.343936861507885,10
Sheffield Stand,316185.3693,236636.5551,-6.25530425584362,53.367386620925764,5
Sheffield Stand,315627.623,231429.5438,-6.2655786545196905,53.32074530969325,5
Sheffield Stand,315944.8775,232552.1896,-6.260409944155466,53.33075835033967,6
Sheffield Stand,316705.1768,232822.9143,-6.248904093904488,53.333022760188456,5
Sheffield Stand,315620.0135,233013.5556,-6.265115485493789,53.33497281566394,5
Sheffield Stand,317686.3417,232638.0115,-6.234252312761262,53.33114515901386,5
Sheffield Stand,315001.6816,235198.4886,-6.27360004122409,53.35473009303777,5
Sheffield Stand,317870.4809,235152.8973,-6.230554587301437,53.35368968573316,12
Sheffield Stand,315613.8499,231546.5702,-6.2657426038981745,53.32179931743614,5
Sheffield Stand,316661.6092,236938.6337,-6.248042087118934,53.369994731675575,5
Sheffield Stand,313453.9609,233270.2463,-6.297523297189752,53.337746471072805,5
Sheffield Stand,317226.2449,233919.6846,-6.240680979522503,53.34275755945718,6
Sheffield Stand,313954.3385,232043.0092,-6.2904560420679285,53.326617239631915,4
Sheffield Stand,314744.9438,231310.5093,-6.278860980791498,53.31986808427838,5
Sheffield Stand,313583.0231,231800.9533,-6.296112867339796,53.324523041222164,4
Sheffield Stand,314963.0775,232716.97,-6.275079635989368,53.332452166678436,5
Sheffield Stand,318448.3662,233438.9563,-6.222521084791214,53.33816838395394,5
Sheffield Stand,314988.7298,232952.5592,-6.274609350584513,53.334562410406626,5
Sheffield Stand,315213.991,237528.8743,-6.269564862608506,53.3756128016255,5
Sheffield Stand,315198.3169,235386.3586,-6.270580040654939,53.356374578513304,10
Sheffield Stand,316945.5077,233725.1686,-6.24496561385514,53.341072718580385,5
Sheffield Stand,308430.112,232033.111,-6.373332085184842,53.32768748050893,10
Sheffield Stand,315683.0544,237935.3475,-6.262371735079628,53.37916088963455,5
Sheffield Stand,313951.5109,231273.7352,-6.290774702653722,53.319708980453846,5
Sheffield Stand,314344.7161,234327.0663,-6.283776245900913,53.3470462028613,5
Sheffield Stand,316245.1187,236884.1232,-6.254316171293656,53.36959685358146,5
Sheffield Stand,316591.4951,231795.1665,-6.250987399141826,53.32381776552136,5
Sheffield Stand,313723.0778,233796.8543,-6.293296260252616,53.342418235409475,7
Sheffield Stand,314308.6184,231401.5122,-6.28537253511361,53.32077965582381,5
Sheffield Stand,317141.1686,235702.6738,-6.241298397417903,53.358788960172745,5
Sheffield Stand,312009.8003,236562.8523,-6.318029011190651,53.367625061118915,8
Sheffield Stand,312009.3937,236615.1317,-6.318016613859375,53.368094672775904,5
Sheffield Stand,315861.8661,233994.834,-6.26112813582305,53.343732700828824,6
Sheffield Stand,320003.6992,235844.05,-6.198273165225593,53.35941735993845,18
Sheffield Stand,3157997.201,235037.5983,30.777691167902557,46.331201916270395,9
Sheffield Stand,315693.8681,235177.361,-6.2632174703735375,53.35438953090082,5
Sheffield Stand,315960.8431,234337.9651,-6.259517240701475,53.346792644587815,6
Sheffield Stand,314860.4221,234062.7306,-6.2761322248789275,53.34456061638371,5
Sheffield Stand,314991.887,232105.4169,-6.274869102790897,53.32695359414445,5
Sheffield Stand,315013.3738,232242.6664,-6.274497018040801,53.3281815606855,5
Sheffield Stand,316090.7283,233728.3792,-6.257791214223007,53.34128959554011,5
Sheffield Stand,317009.8046,234330.8071,-6.243777189080717,53.346497617948074,4
Sheffield Stand,316971.9155,234335.2189,-6.24434419121281,53.34654560996285,3
Sheffield Stand,317345.4818,233847.918,-6.238918230944382,53.34208663644727,10
Sheffield Stand,316071.5376,232586.9256,-6.258497032751224,53.33104257788673,5
Sheffield Stand,316047.2873,232531.6689,-6.258881063419611,53.3305516370267,6
Sheffield Stand,317501.7579,233456.4871,-6.236718216368243,53.338536649842794,2
Sheffield Stand,317495.3611,233496.8583,-6.23679923787347,53.33890063215567,2
Sheffield Stand,317490.541,233444.0706,-6.236891126336232,53.338427628520535,6
Sheffield Stand,317449.9419,234100.1384,-6.237257221999143,53.34432860751637,7
Sheffield Stand,316249.3798,233363.6921,-6.255544215335536,53.33797960453606,7
Sheffield Stand,315277.362,234741.352,-6.2696281992546306,53.35056464588112,6
Sheffield Stand,314668.8076,234725.0775,-6.278768159025391,53.350550631913734,4
Sheffield Stand,316209.0028,232918.878,-6.256313087222826,53.33399365955467,4
Sheffield Stand,316125.6881,232891.6763,-6.257573058365818,53.333767633666106,6
Sheffield Stand,316048.849,232885.4601,-6.258728181566599,53.33372864370697,6
