stand_type,easting,northing,long,lat,stand_numbers
Sheffield Stand,315668.317,230881.5122,-6.265167992167005,53.31581460867716,3
Sheffield Stand,309562.6712,233779.1919,-6.355738069302763,53.34313661166874,7
Sheffield Stand,316750.4914,234365.1876,-6.247656239011733,53.34686361647483,7
Sheffield Stand,314501.3234,236181.9204,-6.2807552702974885,53.36367067621482,7
Sheffield Stand,316274.849,235622.133,-6.254333285872605,53.35825665451324,7
Sheffield Stand,316423.7197,236111.9301,-6.251918344035388,53.36262269326118,11
Sheffield Stand,315942.77,235745.4182,-6.259273317350997,53.359436699421984,5
Sheffield Stand,316017.5673,240112.0131,-6.256548630060432,53.39863574095339,4
Sheffield Stand,316134.178,236657.0233,-6.256065392606981,53.367581679191375,4
Sheffield Stand,315620.8737,236940.1344,-6.263669383385633,53.370236659605574,8
Sheffield Stand,315308.9847,237213.0421,-6.268253344918852,53.372755665181685,4
Sheffield Stand,315488.6534,237089.2496,-6.265600415452857,53.37160471530199,4
Sheffield Stand,317016.4686,235968.2581,-6.243072251186423,53.36120168644879,7
Sheffield Stand,317163.2886,237560.8331,-6.24027846063757,53.37547166989308,3
Sheffield Stand,317159.1564,237587.8988,-6.240330493523465,53.37571565413723,2
Sheffield Stand,315093.9883,231240.8249,-6.273651049331443,53.31916657792315,7
Sheffield Stand,315003.0231,231035.0877,-6.275089922656577,53.31733860435566,5
Sheffield Stand,318407.7464,237333.9183,-6.221674382881398,53.3731567462941,5
Sheffield Stand,311988.4215,236251.5398,-6.318460178810745,53.3648336617188,6
Sheffield Stand,321330.071,236270.5093,-6.178198521837081,53.36294476828662,3
Sheffield Stand,321258.3724,236185.6093,-6.179307452195474,53.362198762704274,4
Sheffield Stand,313438.3408,232315.9835,-6.298099017544996,53.3291795428992,3
Sheffield Stand,308863.8319,233528.429,-6.366312036327089,53.3410285348952,4
Sheffield Stand,315670.5885,232491.6501,-6.264547013364173,53.330274602325645,9
Sheffield Stand,314923.3375,232319.109,-6.275820011988243,53.328887621940666,5
Sheffield Stand,314404.2957,232952.8602,-6.28337801674277,53.33469164347795,5
Sheffield Stand,314495.3796,232759.7485,-6.282081122030953,53.33293763656299,5
Sheffield Stand,316314.0749,231955.047,-6.255090062718789,53.32531458596086,5
Sheffield Stand,319240.6428,231542.8774,-6.2113460499994355,53.32096264513878,5
Sheffield Stand,313278.2922,238889.7279,-6.298148430559625,53.38825264231342,5
Sheffield Stand,318302.175,233014.1149,-6.224873144570144,53.3343856853643,10
Sheffield Stand,315644.0,232692.0,-6.264872851839288,53.332079726270265,7
Sheffield Stand,317204.0,233358.0,-6.241222463490729,53.337718127215275,7
Sheffield Stand,316362.0,233804.0,-6.253692746455567,53.34190920444476,4
Sheffield Stand,315834.0,234212.0,-6.261466946527473,53.34568913220537,5
Sheffield Stand,315758.0,233461.0,-6.262881796531299,53.33896112325637,11
Sheffield Stand,316970.0,234141.0,-6.2444446256810435,53.34480179796689,5
Sheffield Stand,316831.0,234168.0,-6.246520670640656,53.34507496207856,4
Sheffield Stand,318015.0,234373.0,-6.228675844877298,53.34665347715548,11
Sheffield Stand,316851.0,234624.0,-6.2460523701089965,53.34916578298499,5
Sheffield Stand,316855.0,234672.0,-6.2459746317313956,53.34959597725317,4
Sheffield Stand,315001.0,235225.0,-6.273600646611308,53.35496833719059,6
Sheffield Stand,315258.0,235244.0,-6.269735918793768,53.355083082267214,7
Sheffield Stand,315939.0,235095.0,-6.259568024771356,53.353596233346686,5
Sheffield Stand,315345.0,235347.0,-6.268392452335605,53.3559891629127,5
Sheffield Stand,315347.0,235381.0,-6.268350046582733,53.356294076625886,3
Sheffield Stand,316374.0,235124.0,-6.253027873714178,53.35376123497668,7
Sheffield Stand,315786.0,232776.0,-6.262711779977065,53.33280310685753,3
Sheffield Stand,315720.0,232773.0,-6.263703079916533,53.332790583862725,3
Sheffield Stand,317069.0,232855.0,-6.243433797595746,53.33323064773008,4
Sheffield Stand,315279.0,230082.0,-6.271296916600472,53.30871903218579,4
Sheffield Stand,316306.0,230067.0,-6.255902927166506,53.308360060548544,5
Sheffield Stand,318290.0,232560.0,-6.225225182811969,53.33031013600521,4
Sheffield Stand,315678.0,231360.0,-6.264848402423749,53.320109751416446,4
Sheffield Stand,311937.0,233411.0,-6.3202359902146865,53.33933332945799,4
Sheffield Stand,313832.0,232828.0,-6.292009552616872,53.333693550132764,4
Sheffield Stand,313250.0,233378.0,-6.300545267055767,53.33875785682282,4
Sheffield Stand,316497.0,232533.0,-6.252133876893791,53.330464905993125,6
Sheffield Stand,315094.0,231747.0,-6.273467304848897,53.32371250605658,5
Sheffield Stand,317837.0,232689.0,-6.231973151518486,53.33156958811961,5
Sheffield Stand,313233.0,239009.0,-6.298786122229472,53.389333521834146,5
Sheffield Stand,322233.0,239912.0,-6.163235557187811,53.39543875887447,3
Sheffield Stand,318635.0,236156.0,-6.2187032798426625,53.36252740941908,5
Sheffield Stand,320201.0,236360.0,-6.195115416613381,53.36400608259016,5
Sheffield Stand,319458.0,238391.0,-6.205503652485619,53.3824137968849,5
Sheffield Stand,317037.0,238252.0,-6.241919291637911,53.381706793715466,5
Sheffield Stand,319014.0,239897.0,-6.211605524069793,53.396038601705584,7
Sheffield Stand,312246.0,233480.0,-6.315574762189548,53.339887636246,4
Sheffield Stand,312752.0,233526.0,-6.307965387320403,53.34019329560603,4
Sheffield Stand,320917.0,236450.0,-6.184331414019184,53.36465121305663,5
Sheffield Stand,317916.0,232293.0,-6.230935168069885,53.32799564418236,4
Sheffield Stand,314743.0,235793.0,-6.277267677920461,53.3601254766943,5
Sheffield Stand,321066.0,239128.0,-6.181069411507307,53.3886666978424,8
Sheffield Stand,322130.0,238318.0,-6.1653989364798285,53.381147944512776,5
Sheffield Stand,311066.0,232308.0,-6.333692469973699,53.3296104121292,4
Sheffield Stand,317781.0,233814.0,-6.232395392000395,53.34168535635168,4
Sheffield Stand,316703.0,239430.0,-6.2465011355911875,53.39235988605032,7
Sheffield Stand,315476.0,235853.0,-6.2662414550463845,53.36050491542426,9
Sheffield Stand,316701.0,232972.0,-6.248911896386894,53.33436259043614,7
Sheffield Stand,315002.0,232967.0,-6.274405009939741,53.3346892217319,8
Sheffield Stand,316106.0,233711.0,-6.257568412110737,53.34113016820777,8
Sheffield Stand,315242.0,234801.0,-6.27013726378629,53.35110803555801,5
Sheffield Stand,315202.0,231208.0,-6.27204296060059,53.31884831602021,5
Sheffield Stand,316806.0,234332.0,-6.246835403982327,53.346553324835035,5
Sheffield Stand,315889.0,234219.0,-6.260638968005112,53.345739964888445,5
Sheffield Stand,317306.0,233902.0,-6.239490686524131,53.34258107950228,7
Sheffield Stand,315222.0,233780.0,-6.270808698579215,53.34194289661981,7
Sheffield Stand,315173.0,232633.0,-6.271960649103325,53.331652446980435,6
Sheffield Stand,314352.0,232604.0,-6.284288447617458,53.33156982849189,3
Sheffield Stand,315252.0,233695.0,-6.270389412850157,53.3411729928504,4
Sheffield Stand,315259.0,233607.0,-6.270316366842928,53.34038115039052,4
Sheffield Stand,315493.0,235385.0,-6.266156925967516,53.35629816676595,7
Sheffield Stand,315293.0,233513.0,-6.269840355633641,53.33952954614915,4
Sheffield Stand,315629.0,233299.0,-6.264876560791421,53.33753439666361,4
Sheffield Stand,316875.0,238875.0,-6.244122254028806,53.387337600659826,5
Sheffield Stand,318995.0,239861.0,-6.211904556063962,53.39571957993084,5
Sheffield Stand,314482.0,233536.0,-6.282001591608012,53.33991201356415,6
Sheffield Stand,315270.0,233567.0,-6.270165847633449,53.340019520587,3
Sheffield Stand,316590.0,235202.0,-6.249756924068482,53.35441421120788,6
Sheffield Stand,313298.0,232374.0,-6.300183705908212,53.329730618383984,6
Sheffield Stand,313115.0,232300.0,-6.302955521768874,53.329105117012105,6
Sheffield Stand,312199.0,231356.0,-6.31703135765399,53.320821668404975,5
Sheffield Stand,311995.0,231583.0,-6.320011115112429,53.32290353539277,5
Sheffield Stand,313131.0,238505.0,-6.300498864903815,53.38482894681931,8
Sheffield Stand,316436.0,239100.0,-6.25063410350152,53.38945511748486,8
Sheffield Stand,316786.0,235513.0,-6.246700172405618,53.35716402754617,8
Sheffield Stand,315229.0,233395.0,-6.2708435983899635,53.33848372597099,7
Sheffield Stand,309748.0,233690.0,-6.352987642601547,53.342297182387455,7
Sheffield Stand,312313.0,233456.0,-6.3145778631342715,53.339657887129,5
Sheffield Stand,310915.0,232633.0,-6.335844204953815,53.33256093796609,8
Sheffield Stand,312610.0,233564.0,-6.31008274986362,53.34056478574639,5
Sheffield Stand,312893.0,232185.0,-6.306326923614395,53.32811963623306,5
Sheffield Stand,311340.0,231700.0,-6.329795155408136,53.32409234025974,9
Sheffield Stand,311868.0,231899.0,-6.321804719259391,53.32576840500577,6
Sheffield Stand,317894.0,236387.0,-6.229742078243122,53.364767528927594,5
Sheffield Stand,319971.0,235910.0,-6.198739055435368,53.36001703816966,6
Sheffield Stand,316523.0,234236.0,-6.251117920129724,53.34575351565171,5
Sheffield Stand,316230.0,232077.0,-6.256306546183233,53.326428274331036,6
Sheffield Stand,317549.0,233264.0,-6.236080718561142,53.336797491418636,5
Sheffield Stand,318646.0,237471.0,-6.218045137572867,53.37433444329319,5
Sheffield Stand,317912.0,232263.0,-6.231006323152259,53.32772711231801,5
Sheffield Stand,315406.0,233305.0,-6.268220448016447,53.337636912205134,10
Sheffield Stand,314343.0,235894.0,-6.283236344167053,53.36111911475254,4
Sheffield Stand,316452.0,234124.0,-6.252224612835026,53.34476328304439,10
Sheffield Stand,315162.0,232965.0,-6.272005121367148,53.334636503467486,5
Sheffield Stand,316929.0,233846.0,-6.245168753224137,53.342161523270065,5
Sheffield Stand,315623.0,232607.0,-6.265218898803382,53.33132093385589,5
Sheffield Stand,316556.0,233511.0,-6.25088927372265,53.339235170213406,9
Sheffield Stand,316655.0,234059.0,-6.249202076922009,53.34413485408386,3
Sheffield Stand,313324.0,230687.0,-6.3003960683455285,53.314573996088605,6
Sheffield Stand,317559.0,232854.0,-6.236082673066509,53.33311316690639,8
Sheffield Stand,312316.0,231197.0,-6.3153327041823974,53.319368887416324,4
Sheffield Stand,316084.0,233011.0,-6.2581548422111695,53.33484839819185,3
Sheffield Stand,315498.0,233384.0,-6.266811224121908,53.338326351007055,9
Sheffield Stand,315609.0,232122.0,-6.26560569334608,53.32696825466572,7
Sheffield Stand,316675.0,234038.0,-6.248909668375047,53.34394185160278,4
Sheffield Stand,315214.0,233734.0,-6.2709454695777955,53.3415315154735,5
Sheffield Stand,315379.0,235430.0,-6.267851830292452,53.356727165283814,7
Sheffield Stand,315053.0,233137.0,-6.273578131727439,53.33620490542689,4
Sheffield Stand,315082.0,233231.0,-6.27310888733377,53.337042812734,4
Sheffield Stand,314966.0,235881.0,-6.273887872220562,53.36086740423012,6
Sheffield Stand,316649.0,234078.0,-6.249285125635806,53.344306810784694,3
Sheffield Stand,317187.0,234053.0,-6.241220613404422,53.343963517734586,5
Sheffield Stand,316438.0,234252.0,-6.252387684355389,53.34591590480698,4
Sheffield Stand,315191.0,234743.0,-6.270923842106771,53.35059824223074,5
Sheffield Stand,316986.0,233963.0,-6.244270213992566,53.343199686551905,4
Sheffield Stand,321656.0,236749.0,-6.173121459537598,53.367166980285646,5
Sheffield Stand,314548.0,233372.0,-6.281070469091077,53.33842486812081,6
Sheffield Stand,314612.0,233400.0,-6.280100012996965,53.33866249091214,4
Sheffield Stand,314618.0,233382.0,-6.280016488741162,53.33849953555845,5
Sheffield Stand,316822.0,230505.0,-6.248004680446549,53.312180244106735,4
Sheffield Stand,313802.0,235045.0,-6.2916636161334685,53.353610868273904,5
Sheffield Stand,313700.0,235146.0,-6.293158446615208,53.354539864027906,4
Sheffield Stand,314444.0,234567.0,-6.282199506522638,53.349179586393234,4
Sheffield Stand,316091.0,235696.0,-6.2570661451301754,53.35896039364928,5
Sheffield Stand,314174.0,233211.0,-6.2867404137600795,53.33705967525544,4
Sheffield Stand,321274.0,238010.0,-6.1783736386070975,53.37857895837086,5
Sheffield Stand,315111.0,233376.0,-6.272621107429774,53.338338744611775,4
Sheffield Stand,315789.0,233385.0,-6.262444390356217,53.33827180186224,4
Sheffield Stand,315065.0,236249.0,-6.272267828603317,53.36415085342998,3
Sheffield Stand,323240.0,237106.0,-6.149199819761644,53.37000639425705,27
Sheffield Stand,313634.0,234433.0,-6.294404924152834,53.34815058412579,5
Sheffield Stand,314504.0,233955.0,-6.281520105945468,53.34367027699371,10
Temporary Racks,315842.0,234575.0,-6.261214179696953,53.348947429882806,13
Temporary Racks,315638.0,234524.0,-6.264294584166812,53.348533996948134,15
Temporary Racks,316896.0,235414.0,-6.245085447575838,53.356250652709974,10
Sheffield Stand,313636.0,234431.0,-6.294375623943918,53.348132192919024,3
Sheffield Stand,317511.0,231707.0,-6.237227688427172,53.322822883383616,8
Temporary Racks,316389.0,233800.0,-6.253289047115594,53.34186734855113,10
Sheffield Stand,313071.0,233698.0,-6.30311711388114,53.34167003471996,5
Sheffield Stand,313613.0,230724.0,-6.2960487007676145,53.314844441814536,2
Sheffield Stand,315394.0,234637.0,-6.267915542650641,53.3496020661839,6
Sheffield Stand,315494.0,232723.0,-6.267111995373138,53.33239085309552,5
Sheffield Stand,317524.0,233743.0,-6.236278258884511,53.34110481309789,5
Sheffield Stand,316885.0,230655.0,-6.247004731281662,53.31351348414082,5
Sheffield Stand,315969.0,233237.0,-6.259797623459747,53.33690325844613,3
Sheffield Stand,316066.0,232961.0,-6.258443210891073,53.33440329940074,4
Sheffield Stand,315096.0,234244.0,-6.272530999205198,53.34613743330997,8
Sheffield Stand,320138.0,238414.0,-6.195281310260631,53.38246631413491,9
Sheffield Stand,315506.0,231576.0,-6.26734956312207,53.32208713828467,5
Sheffield Stand,316176.0,233088.0,-6.256746284357314,53.33551975613906,3
Sheffield Stand,317906.0,235245.0,-6.229987154565112,53.354508921921585,3
Sheffield Stand,313598.0,236540.0,-6.2941894154856435,53.36708125196745,4
Sheffield Stand,315579.0,232925.0,-6.265763123648204,53.334186457173146,5
Sheffield Stand,317166.0,232894.0,-6.241964089215368,53.33355945535105,4
Sheffield Stand,317682.0,235489.0,-6.2332588394127715,53.35675005434455,3
Sheffield Stand,318095.0,234697.0,-6.227354472642216,53.34954538368869,5
Sheffield Stand,314639.0,238295.0,-6.277922523098917,53.38261820418988,4
Sheffield Stand,317004.0,234984.0,-6.243623082442785,53.35236506935219,3
Sheffield Stand,317092.0,233109.0,-6.242994939444279,53.335506683041665,5
Sheffield Stand,315344.0,233691.0,-6.269010307732615,53.34111704211279,3
Sheffield Stand,316939.0,235061.0,-6.244570295632839,53.353070948647755,5
Sheffield Stand,316082.0,232906.0,-6.258223285570966,53.33390584693246,4
Sheffield Stand,316270.0,234157.0,-6.254943822854975,53.34509963959229,4
Sheffield Stand,317055.0,233661.0,-6.243346283570614,53.34047224824502,5
Sheffield Stand,315961.0,232897.0,-6.260041996075904,53.333851517580946,3
Sheffield Stand,314426.0,234334.0,-6.282553811982594,53.34709091597556,3
Sheffield Stand,313681.0,236523.0,-6.29294924471232,53.36691075072053,3
Sheffield Stand,317922.0,232356.0,-6.230821742627074,53.328560094996966,2
Sheffield Stand,317920.0,232343.0,-6.230856577712745,53.328443790584956,2
Sheffield Stand,315833.0,232910.0,-6.261957691001218,53.33399627013977,4
Sheffield Stand,316950.0,236199.0,-6.243984901647076,53.36328861144135,3
Sheffield Stand,316063.0,235525.0,-6.2575491624237,53.35743081498798,3
Sheffield Stand,321301.0,236258.0,-6.178639758006168,53.36283909340493,3
Sheffield Stand,316629.0,231779.0,-6.250430773014948,53.32366432486593,5
Sheffield Stand,316994.0,238853.0,-6.242342765109488,53.3871137089982,4
Sheffield Stand,317458.0,239325.0,-6.23519716584302,53.39124971379251,4
Sheffield Stand,317268.0,231928.0,-6.240790874930387,53.32486145854013,3
Sheffield Stand,311448.0,231673.0,-6.328184577817966,53.323827147938005,4
Sheffield Stand,312401.0,239079.0,-6.311260645143264,53.39013972110255,3
Sheffield Stand,313282.0,236567.0,-6.298924624971884,53.367391482907834,3
Sheffield Stand,313254.0,236568.0,-6.299344702275437,53.36740645750406,3
Sheffield Stand,315908.0,232905.0,-6.26083425527604,53.33393496251605,4
Sheffield Stand,320233.0,237295.0,-6.194279766498756,53.37239557290777,5
Sheffield Stand,314858.0,234216.0,-6.276113024593525,53.345937642077345,10
Sheffield Stand,315296.0,232869.0,-6.270029514009706,53.333745190584374,5
Sheffield Stand,316064.0,233732.0,-6.258190974568941,53.341327971120485,5
Sheffield Stand,314134.0,235945.0,-6.286355724185173,53.36162225397871,3
Sheffield Stand,314782.0,237707.0,-6.275987971397068,53.37730643715303,5
Sheffield Stand,322047.0,237234.0,-6.167063779122537,53.371432414024085,8
Cargo bike stands,315980.0,233232.0,-6.25963440269446,53.33685594593904,3
Sheffield Stand,319228.0,237661.0,-6.209233473560172,53.37590989959304,4
Sheffield Stand,319195.0,237627.0,-6.209741872923396,53.3756119975525,4
Sheffield Stand,315522.0,235343.0,-6.265736916024597,53.3559146429966,4
Sheffield Stand,319438.0,239472.0,-6.2053956187310275,53.392126253472185,3
Sheffield Stand,321681.0,240413.0,-6.171336037328921,53.40006525838177,5
Sheffield Stand,316082.0,236512.0,-6.256902049458172,53.36629070362273,5
Sheffield Stand,316776.0,238156.0,-6.245875001081811,53.380902337923985,4
Sheffield Stand,316681.0,235550.0,-6.2482627515304365,53.35751947112422,5
Sheffield Stand,317918.0,234679.0,-6.230017714506744,53.349423178836844,5
Sheffield Stand,312757.0,233719.0,-6.3078217046216025,53.341925578843,5
Sheffield Stand,314739.0,231776.0,-6.278781831067131,53.32404992854961,3
Sheffield Stand,315401.0,235590.0,-6.267463270775897,53.358159307516054,5
Sheffield Stand,315825.0,235889.0,-6.260988809307876,53.3607519669868,5
Sheffield Stand,315345.0,233076.0,-6.269219049471947,53.33559357195637,5
Sheffield Stand,314498.0,230708.0,-6.282782140581146,53.31451035149475,4
Sheffield Stand,313983.0,231960.0,-6.290055908604098,53.325865568705346,5
Sheffield Stand,318573.0,232309.0,-6.221073467085548,53.32799273046718,5
Sheffield Stand,316243.0,234294.0,-6.255298768436539,53.34633593936979,3
Sheffield Stand,316245.0,234259.0,-6.255281591818891,53.34602117162513,3
Sheffield Stand,319037.0,238850.0,-6.211654307646496,53.3866307972937,5
Sheffield Stand,319560.0,239629.0,-6.203503354421614,53.39350861556531,4
Sheffield Stand,311984.0,232488.0,-6.3198566725563,53.331033803396814,5
Sheffield Stand,312172.0,233416.0,-6.316707852549601,53.33932852115068,4
Sheffield Stand,315496.0,235311.0,-6.266138877965032,53.35563292878938,5
Sheffield Stand,311802.0,233335.0,-6.322288583006079,53.338679274348486,3
Sheffield Stand,315646.0,230903.0,-6.2654948564278214,53.316012457557164,5
Sheffield Stand,317962.0,231709.0,-6.230462236125341,53.32274065860023,5
Sheffield Stand,313157.0,232845.0,-6.302130992569328,53.33399082943536,5
Sheffield Stand,312720.0,234078.0,-6.308249273452273,53.345157660271454,3
Sheffield Stand +Cargo Stand,314291.0,234908.0,-6.2843728676822135,53.352275137814146,3
Sheffield Stand,316203.0,236808.0,-6.254976576829675,53.368922459401446,3
Sheffield Stand,316494.0,237641.0,-6.250300301557915,53.376339442157466,3
Sheffield Stand,316934.0,238592.0,-6.243340626090806,53.38478301755834,3
Sheffield Stand,316849.0,238290.0,-6.2447290362594865,53.38208963090875,3
Sheffield Stand,321474.0,237488.0,-6.17557039933491,53.373845303737845,10
Sheffield Stand,315571.0,235307.0,-6.265014502085244,53.35558063696921,5
Sheffield Stand,315485.0,235497.0,-6.266236174980268,53.35730576805275,5
Sheffield Stand,313367.0,229888.0,-6.300036435521551,53.30738891656077,5
Sheffield Stand,314328.0,234348.0,-6.284019572812614,53.347237816774886,7
Sheffield Stand,319248.0,238247.0,-6.208712176014113,53.38116799169059,4
Sheffield Stand,311153.0,230942.0,-6.332865736994239,53.31732382744134,3
Sheffield Stand,317659.0,231548.0,-6.235066729602318,53.321362107768216,3
Sheffield Stand,316473.0,234804.0,-6.251659504730307,53.350865609750485,5
Sheffield Stand,318178.0,232038.0,-6.22709985669868,53.325647196354986,5
Sheffield Stand,316226.0,231577.0,-6.2565496924592745,53.32193872190748,5
Sheffield Stand,313878.0,235188.0,-6.290471395170374,53.354878805357124,5
Sheffield Stand,314224.0,234996.0,-6.28534681363406,53.35307992089608,3
Sheffield Stand,314561.0,231212.0,-6.281655456687844,53.31902316105578,5
Sheffield Stand,316265.0,231484.0,-6.255998792673904,53.32109494822899,5
Sheffield Stand,316070.0,232140.0,-6.258683630808324,53.32702913743434,5
Sheffield Stand,317654.0,232661.0,-6.234728985145803,53.331358795450825,4
Sheffield Stand,317694.0,232638.0,-6.234137424963535,53.3311433546555,4
Sheffield Stand,316168.0,231468.0,-6.257459547718032,53.32097252268104,5
Sheffield Stand,319916.0,236357.0,-6.199395413019501,53.364043796750735,5
Sheffield Stand,316513.0,235635.0,-6.250753440260081,53.358319842824066,5
Sheffield Stand,313503.0,229372.0,-6.298181551664461,53.302725585352434,4
Sheffield Stand,317376.0,231602.0,-6.2392914455277415,53.32190981619084,5
Sheffield Stand,316098.0,232105.0,-6.258276409528111,53.32670867355862,2
Sheffield Stand,316118.0,232097.0,-6.257979318950566,53.3266324446326,7
Sheffield Stand,310254.0,234546.0,-6.345096236830075,53.34988003046712,5
Sheffield Stand,315087.0,236825.0,-6.271728071223425,53.36931904960893,5
Sheffield Stand,319268.0,231249.0,-6.211046162568642,53.318317281003985,5
Sheffield Stand,315476.0,235243.0,-6.2664638937946515,53.35502659343417,5
Sheffield Stand,312150.0,233511.0,-6.317004372443191,53.340186386054434,5
Sheffield Stand,315943.0,232789.0,-6.260351542461241,53.332885523807875,5
Sheffield Stand,319098.0,238095.0,-6.211022371379733,53.379836746794716,4
Sheffield Stand,316501.0,233321.0,-6.251784381988292,53.33754091497972,5
Sheffield Stand,318099.0,233628.0,-6.227692796737647,53.33994413517559,5
Sheffield Stand,317006.0,233250.0,-6.244233245021168,53.33679197488859,5
Sheffield Stand,310985.0,231370.0,-6.335235783571569,53.32120299558122,5
Sheffield Stand,316682.0,232819.0,-6.249253257271959,53.33299271143908,5
Sheffield Stand,315386.0,234854.0,-6.267956580794903,53.35155265934454,5
Sheffield Stand,311716.0,233232.0,-6.3236153620174385,53.337772360412494,5
Sheffield Stand,316086.0,232399.0,-6.258348837605338,53.32935167610419,5
Sheffield Stand,315664.0,236448.0,-6.263201648800833,53.36580746080345,5
Sheffield Stand,316502.0,232916.0,-6.2519181779816835,53.33390346298683,5
Sheffield Stand,316124.0,232776.0,-6.257640741973836,53.33272913203353,5
Sheffield Stand,312895.0,232630.0,-6.306138537999557,53.33211579284396,5
Sheffield Stand,317835.0,232635.0,-6.232023218191087,53.33108507344434,5
Sheffield Stand,317611.0,232242.0,-6.235529439262112,53.32760540765513,7
Sheffield Stand,313775.0,234916.0,-6.292115237741868,53.35245812451506,5
Sheffield Stand,313796.0,234997.0,-6.291770924191272,53.35318107085185,5
Sheffield Stand,315109.0,233522.0,-6.27259810696699,53.33965039265631,5
Sheffield Stand,320016.0,236363.0,-6.197891782917344,53.36407501110189,5
Sheffield Stand,316337.0,237189.0,-6.252824394368411,53.37231468809902,3
Sheffield Stand,316520.0,234228.0,-6.251165884286747,53.34568232933892,5
Sheffield Stand,315554.0,233673.0,-6.265865598521298,53.34090961236198,5
Sheffield Stand,312260.0,233529.0,-6.3153473260685296,53.3403247437407,5
Sheffield Stand,314833.0,236271.0,-6.275743145019449,53.36439882541329,5
Sheffield Stand,313951.0,234916.0,-6.289473439075175,53.35242027306475,3
Sheffield Stand,316133.0,237415.0,-6.255804889192975,53.37438916436563,5
Sheffield Stand,315779.0,233130.0,-6.2626875563025495,53.33598386599733,3
Sheffield Stand,313843.0,231002.0,-6.292499688826821,53.31729183253303,5
Sheffield Stand,315856.0,236363.0,-6.260349941730739,53.36500209074766,3
Sheffield Stand,314575.0,234492.0,-6.280260449351091,53.348477686140235,4
Sheffield Stand,316302.0,233262.0,-6.254791959130133,53.33705477444269,4
Sheffield Stand,315695.0,238310.0,-6.2620552529215505,53.38252295625358,10
Sheffield Stand,314313.0,234658.0,-6.284132854857711,53.35002515078593,4
Sheffield Stand,309975.0,233713.0,-6.34957304747032,53.34245666473957,5
Sheffield Stand,313622.0,233003.0,-6.29509762018998,53.335310308902265,5
